Com024-CV|C,CT032-VoDI|DI,1
Com024-CV|C,CT042-VoDI|DI,2
Com024-CV|C,CT032-VoDI|DI,1
Com024-CV|C,CT042-VoDI|DI,2
Com025-CV|C,CT072-VoDI|DI,2
Com025-CV|C,CT082-VoDI|DI,1
Com025-CV|C,CT072-VoDI|DI,1
Com025-CV|C,CT082-VoDI|DI,2
Com026-CV|C,CT112-VoDI|DI,1
Com026-CV|C,CT122-VoDI|DI,2
Com026-CV|C,CT112-VoDI|DI,1
Com026-CV|C,CT122-VoDI|DI,2
Crude|FLD,CT01|TK,NULL
Crude|FLD,CT02|TK,NULL
Crude|FLD,CT03|TK,NULL
Crude|FLD,CT04|TK,NULL
Crude|FLD,CT05|TK,NULL
Crude|FLD,CT06|TK,NULL
Crude|FLD,CT07|TK,NULL
Crude|FLD,CT08|TK,NULL
Crude|FLD,CT09|TK,NULL
Crude|FLD,CT10|TK,NULL
Crude|FLD,CT11|TK,NULL
Crude|FLD,CT12|TK,NULL
CrudeTK01|SCO,CT01-L|AI,NULL
CrudeTK01|SCO,CT01-L|AI,NULL
CrudeUnit|PU,CT01|TK,NULL
CrudeUnit|PU,CT02|TK,NULL
CrudeUnit|PU,CT03|TK,NULL
CrudeUnit|PU,CT04|TK,NULL
CrudeUnit|PU,CT05|TK,NULL
CrudeUnit|PU,CT06|TK,NULL
CrudeUnit|PU,CT07|TK,NULL
CrudeUnit|PU,CT08|TK,NULL
CrudeUnit|PU,CT09|TK,NULL
CrudeUnit|PU,CT10|TK,NULL
CrudeUnit|PU,CT11|TK,NULL
CrudeUnit|PU,CT12|TK,NULL
CrudeUnit|PU,CT01-PoDI|DI,NULL
CrudeUnit|PU,CT05-PoDI|DI,NULL
CrudeUnit|PU,CT02-PoDI|DI,NULL
CrudeUnit|PU,CT06-PoDI|DI,NULL
CrudeUnit|PU,CT03-PoDI|DI,NULL
CrudeUnit|PU,CT07-PoDI|DI,NULL
CrudeUnit|PU,CT04-PoDI|DI,NULL
CrudeUnit|PU,CT08-PoDI|DI,NULL
CrudeUnit|PU,CT09-PoDI|DI,NULL
CrudeUnit|PU,CT10-PoDI|DI,NULL
CrudeUnit|PU,CT11-PoDI|DI,NULL
CrudeUnit|PU,CT12-PoDI|DI,NULL
CrudeUnit|PU,CT011-VoDI|DI,NULL
CrudeUnit|PU,CT012-VoDI|DI,NULL
CrudeUnit|PU,CT011-VoDI|DI,NULL
CrudeUnit|PU,CT021-VoDI|DI,NULL
CrudeUnit|PU,CT022-VoDI|DI,NULL
CrudeUnit|PU,CT011-VoDI|DI,NULL
CrudeUnit|PU,CT031-VoDI|DI,NULL
CrudeUnit|PU,CT032-VoDI|DI,NULL
CrudeUnit|PU,CT041-VoDI|DI,NULL
CrudeUnit|PU,CT042-VoDI|DI,NULL
CrudeUnit|PU,CT011-VoDI|DI,NULL
CrudeUnit|PU,CT051-VoDI|DI,NULL
CrudeUnit|PU,CT052-VoDI|DI,NULL
CrudeUnit|PU,CT061-VoDI|DI,NULL
CrudeUnit|PU,CT062-VoDI|DI,NULL
CrudeUnit|PU,CT071-VoDI|DI,NULL
CrudeUnit|PU,CT011-VoDI|DI,NULL
CrudeUnit|PU,CT072-VoDI|DI,NULL
CrudeUnit|PU,CT081-VoDI|DI,NULL
CrudeUnit|PU,CT082-VoDI|DI,NULL
CrudeUnit|PU,CT091-VoDI|DI,NULL
CrudeUnit|PU,CT092-VoDI|DI,NULL
CrudeUnit|PU,CT101-VoDI|DI,NULL
CrudeUnit|PU,CT102-VoDI|DI,NULL
CrudeUnit|PU,CT011-VoDI|DI,NULL
CrudeUnit|PU,CT111-VoDI|DI,NULL
CrudeUnit|PU,CT112-VoDI|DI,NULL
CrudeUnit|PU,CT121-VoDI|DI,NULL
CrudeUnit|PU,CT122-VoDI|DI,NULL
CrudeUnit|PU,Com011-DI|DI,NULL
CrudeUnit|PU,Com012-DI|DI,NULL
CrudeUnit|PU,Com013-DI|DI,NULL
CrudeUnit|PU,Com014-DI|DI,NULL
CrudeUnit|PU,Com015-DI|DI,NULL
CrudeUnit|PU,Com016-DI|DI,NULL
CrudeUnit|PU,Com021-DI|DI,NULL
CrudeUnit|PU,Com022-DI|DI,NULL
CrudeUnit|PU,Com023-DI|DI,NULL
CrudeUnit|PU,Com011-DI|DI,NULL
CrudeUnit|PU,Com024-DI|DI,NULL
CrudeUnit|PU,Com025-DI|DI,NULL
CrudeUnit|PU,Com026-DI|DI,NULL
CT01|TK,CT01-L|AI,NULL
CT01|TK,CT01-T|AI,NULL
CT01|TK,CT01-Pmp|PMP,OUTL
CT01|TK,CT01-V|V,INL
CT01-Pmp|PMP,CT01-PoDI|DI,NULL
CT01-Pmp|PMP,CT01-PoDO|DO,NULL
CT01-V|V,CT01-ViDI|DI,INL
CT01-V|V,CT01-ViDO|DO,INL
CT02|TK,CT02-L|AI,NULL
CT02|TK,CT02-T|AI,NULL
CT02|TK,CT02-Pmp|PMP,OUTL
CT02|TK,CT02-V|V,INL
CT02-Pmp|PMP,CT02-PoDI|DI,NULL
CT02-Pmp|PMP,CT02-PoDO|DO,NULL
CT02-V|V,CT02-ViDI|DI,INL
CT02-V|V,CT02-ViDO|DO,INL
CT03|TK,CT03-L|AI,NULL
CT03|TK,CT03-T|AI,NULL
CT03|TK,CT03-Pmp|PMP,OUTL
CT03|TK,CT03-V|V,INL
CT03-Pmp|PMP,CT03-PoDI|DI,NULL
CT03-Pmp|PMP,CT03-PoDO|DO,NULL
CT03-V|V,CT03-ViDI|DI,INL
CT03-V|V,CT03-ViDO|DO,INL
CT04|TK,CT04-L|AI,NULL
CT04|TK,CT04-T|AI,NULL
CT04|TK,CT04-Pmp|PMP,OUTL
CT04|TK,CT04-V|V,INL
CT04-Pmp|PMP,CT04-PoDI|DI,NULL
CT04-Pmp|PMP,CT04-PoDO|DO,NULL
CT04-V|V,CT04-ViDI|DI,INL
CT04-V|V,CT04-ViDO|DO,INL
CT05|TK,CT05-L|AI,NULL
CT05|TK,CT05-T|AI,NULL
CT05|TK,CT05-Pmp|PMP,OUTL
CT05|TK,CT05-V|V,INL
CT05-Pmp|PMP,CT05-PoDI|DI,NULL
CT05-Pmp|PMP,CT05-PoDO|DO,NULL
CT05-V|V,CT05-ViDI|DI,INL
CT05-V|V,CT05-ViDO|DO,INL
CT06|TK,CT06-L|AI,NULL
CT06|TK,CT06-T|AI,NULL
CT06|TK,CT06-Pmp|PMP,OUTL
CT06|TK,CT06-V|V,INL
CT06-Pmp|PMP,CT06-PoDI|DI,NULL
CT06-Pmp|PMP,CT06-PoDO|DO,NULL
CT06-V|V,CT06-ViDI|DI,INL
CT06-V|V,CT06-ViDO|DO,INL
CT07|TK,CT07-L|AI,NULL
CT07|TK,CT07-T|AI,NULL
CT07|TK,CT07-Pmp|PMP,OUTL
CT07|TK,CT07-V|V,INL
CT07-Pmp|PMP,CT07-PoDI|DI,NULL
CT07-Pmp|PMP,CT07-PoDO|DO,NULL
CT07-V|V,CT07-ViDI|DI,INL
CT07-V|V,CT07-ViDO|DO,INL
CT08|TK,CT08-L|AI,NULL
CT08|TK,CT08-T|AI,NULL
CT08|TK,CT08-Pmp|PMP,OUTL
CT08|TK,CT08-V|V,INL
CT08-Pmp|PMP,CT08-PoDI|DI,NULL
CT08-Pmp|PMP,CT08-PoDO|DO,NULL
CT08-V|V,CT08-ViDI|DI,INL
CT08-V|V,CT08-ViDO|DO,INL
CT09|TK,CT09-L|AI,NULL
CT09|TK,CT09-T|AI,NULL
CT09|TK,CT09-Pmp|PMP,OUTL
CT09|TK,CT09-V|V,INL
CT09-Pmp|PMP,CT09-PoDI|DI,NULL
CT09-Pmp|PMP,CT09-PoDO|DO,NULL
CT09-V|V,CT09-ViDI|DI,INL
CT09-V|V,CT09-ViDO|DO,INL
CT10|TK,CT10-L|AI,NULL
CT10|TK,CT10-T|AI,NULL
CT10|TK,CT10-Pmp|PMP,OUTL
CT10|TK,CT10-V|V,INL
CT10-Pmp|PMP,CT10-PoDI|DI,NULL
CT10-Pmp|PMP,CT10-PoDO|DO,NULL
CT10-V|V,CT10-ViDI|DI,INL
CT10-V|V,CT10-ViDO|DO,INL
CT11|TK,CT11-L|AI,NULL
CT11|TK,CT11-T|AI,NULL
CT11|TK,CT11-Pmp|PMP,OUTL
CT11|TK,CT11-V|V,INL
CT11-Pmp|PMP,CT11-PoDI|DI,NULL
CT11-Pmp|PMP,CT11-PoDO|DO,NULL
CT11-V|V,CT11-ViDI|DI,INL
CT11-V|V,CT11-ViDO|DO,INL
CT12|TK,CT12-L|AI,NULL
CT12|TK,CT12-T|AI,NULL
CT12|TK,CT12-Pmp|PMP,OUTL
CT12|TK,CT12-V|V,INL
CT12-Pmp|PMP,CT12-PoDI|DI,NULL
CT12-Pmp|PMP,CT12-PoDO|DO,NULL
CT12-V|V,CT12-ViDI|DI,INL
CT12-V|V,CT12-ViDO|DO,INL
CT2RU1-P|P,RU1-2-DI|DI,IN
CT2RU1a-P|P,RU1-3-DI|DI,IN
CT2RU1b-P|P,RU1-4-DI|DI,IN
CT2RU2-P|P,RU2-2-DI|DI,IN
CT2RU2a-P|P,RU2-3-DI|DI,IN
CT2RU2b-P|P,RU2-4-DI|DI,IN
CTPipe01|SCO,CT01-PoDI|DI,NULL
CTPipe011|SCO,CT011-VoDI|DI,NULL
CTPipe012|SCO,CT012-VoDI|DI,NULL
CTPipe02|SCO,CT02-PoDI|DI,NULL
CTPipe021|SCO,CT021-VoDI|DI,NULL
CTPipe022|SCO,CT022-VoDI|DI,NULL
CTPipe03|SCO,CT03-PoDI|DI,NULL
CTPipe031|SCO,CT031-VoDI|DI,NULL
CTPipe032|SCO,CT032-VoDI|DI,NULL
CTPipe04|SCO,CT04-PoDI|DI,NULL
CTPipe041|SCO,CT041-VoDI|DI,NULL
CTPipe042|SCO,CT042-VoDI|DI,NULL
CTPipe05|SCO,CT05-PoDI|DI,NULL
CTPipe051|SCO,CT051-VoDI|DI,NULL
CTPipe052|SCO,CT052-VoDI|DI,NULL
CTPipe06|SCO,CT06-PoDI|DI,NULL
CTPipe061|SCO,CT061-VoDI|DI,NULL
CTPipe062|SCO,CT062-VoDI|DI,NULL
CTPipe07|SCO,CT07-PoDI|DI,NULL
CTPipe071|SCO,CT071-VoDI|DI,NULL
CTPipe072|SCO,CT072-VoDI|DI,NULL
CTPipe08|SCO,CT08-PoDI|DI,NULL
CTPipe081|SCO,CT081-VoDI|DI,NULL
CTPipe082|SCO,CT082-VoDI|DI,NULL
CTPipe09|SCO,CT09-PoDI|DI,NULL
CTPipe091|SCO,CT091-VoDI|DI,NULL
CTPipe092|SCO,CT092-VoDI|DI,NULL
CTPipe10|SCO,CT10-PoDI|DI,NULL
CTPipe101|SCO,CT101-VoDI|DI,NULL
CTPipe102|SCO,CT102-VoDI|DI,NULL
CTPipe11|SCO,CT11-PoDI|DI,NULL
CTPipe111|SCO,CT111-VoDI|DI,NULL
CTPipe112|SCO,CT112-VoDI|DI,NULL
CTPipe12|SCO,CT12-PoDI|DI,NULL
CTPipe121|SCO,CT121-VoDI|DI,NULL
CTPipe122|SCO,CT122-VoDI|DI,NULL
CTPmp011|SCO,CT01-PoDI|DI,NULL
CTPmp011|SCO,CT01-PoDO|DO,NULL
CTPmp021|SCO,CT02-PoDI|DI,NULL
CTPmp021|SCO,CT02-PoDO|DO,NULL
CTPmp031|SCO,CT03-PoDI|DI,NULL
CTPmp031|SCO,CT03-PoDO|DO,NULL
CTPmp041|SCO,CT04-PoDI|DI,NULL
CTPmp041|SCO,CT04-PoDO|DO,NULL
CTPmp051|SCO,CT05-PoDI|DI,NULL
CTPmp051|SCO,CT05-PoDO|DO,NULL
CTPmp061|SCO,CT06-PoDI|DI,NULL
CTPmp061|SCO,CT06-PoDO|DO,NULL
CTPmp071|SCO,CT07-PoDI|DI,NULL
CTPmp071|SCO,CT07-PoDO|DO,NULL
CTPmp081|SCO,CT08-PoDI|DI,NULL
CTPmp081|SCO,CT08-PoDO|DO,NULL
CTPmp091|SCO,CT09-PoDI|DI,NULL
CTPmp091|SCO,CT09-PoDO|DO,NULL
CTPmp101|SCO,CT10-PoDI|DI,NULL
CTPmp101|SCO,CT10-PoDO|DO,NULL
CTPmp111|SCO,CT11-PoDI|DI,NULL
CTPmp111|SCO,CT11-PoDO|DO,NULL
CTPmp121|SCO,CT12-PoDI|DI,NULL
CTPmp121|SCO,CT12-PoDO|DO,NULL
CTV011|SCO,CT011-VoDI|DI,NULL
CTV011|SCO,CT011-VoDO|DO,NULL
CTV012|SCO,CT012-VoDI|DI,NULL
CTV012|SCO,CT012-VoDO|DO,NULL
CTV021|SCO,CT021-VoDI|DI,NULL
CTV021|SCO,CT021-VoDO|DO,NULL
CTV022|SCO,CT022-VoDI|DI,NULL
CTV022|SCO,CT022-VoDO|DO,NULL
CTV031|SCO,CT031-VoDI|DI,NULL
CTV031|SCO,CT031-VoDO|DO,NULL
CTV032|SCO,CT032-VoDI|DI,NULL
CTV032|SCO,CT032-VoDO|DO,NULL
CTV041|SCO,CT041-VoDI|DI,NULL
CTV041|SCO,CT041-VoDO|DO,NULL
CTV042|SCO,CT042-VoDI|DI,NULL
CTV042|SCO,CT042-VoDO|DO,NULL
CTV051|SCO,CT051-VoDI|DI,NULL
CTV051|SCO,CT051-VoDO|DO,NULL
CTV052|SCO,CT052-VoDI|DI,NULL
CTV052|SCO,CT052-VoDO|DO,NULL
CTV061|SCO,CT061-VoDI|DI,NULL
CTV061|SCO,CT061-VoDO|DO,NULL
CTV062|SCO,CT062-VoDI|DI,NULL
CTV062|SCO,CT062-VoDO|DO,NULL
CTV071|SCO,CT071-VoDI|DI,NULL
CTV071|SCO,CT071-VoDO|DO,NULL
CTV072|SCO,CT072-VoDI|DI,NULL
CTV072|SCO,CT072-VoDO|DO,NULL
CTV081|SCO,CT081-VoDI|DI,NULL
CTV081|SCO,CT081-VoDO|DO,NULL
CTV082|SCO,CT082-VoDI|DI,NULL
CTV082|SCO,CT082-VoDO|DO,NULL
CTV091|SCO,CT091-VoDI|DI,NULL
CTV091|SCO,CT091-VoDO|DO,NULL
CTV092|SCO,CT092-VoDI|DI,NULL
CTV092|SCO,CT092-VoDO|DO,NULL
CTV101|SCO,CT101-VoDI|DI,NULL
CTV101|SCO,CT101-VoDO|DO,NULL
CTV102|SCO,CT102-VoDI|DI,NULL
CTV102|SCO,CT102-VoDO|DO,NULL
CTV111|SCO,CT111-VoDI|DI,NULL
CTV111|SCO,CT111-VoDO|DO,NULL
CTV112|SCO,CT112-VoDI|DI,NULL
CTV112|SCO,CT112-VoDO|DO,NULL
CTV121|SCO,CT121-VoDI|DI,NULL
CTV121|SCO,CT121-VoDO|DO,NULL
CTV122|SCO,CT122-VoDI|DI,NULL
CTV122|SCO,CT122-VoDO|DO,NULL
CurTemp|SCO,CTA-101|AI,NULL
CV-0001|C,DCT-0000|AI,1
DCT-0000|AI,TFPCom011|SCO,NULL
DCT-0000|AI,TFPCom012|SCO,NULL
DCT-0000|AI,TFPCom013|SCO,NULL
DCT-0000|AI,TFPCom014|SCO,NULL
DCT-0000|AI,TFPCom015|SCO,NULL
DCT-0000|AI,TFPCom016|SCO,NULL
DCT-0000|AI,TFPCom021|SCO,NULL
DCT-0000|AI,TFPCom022|SCO,NULL
DCT-0000|AI,TFPCom023|SCO,NULL
DCT-0000|AI,TFPCom024|SCO,NULL
DCT-0000|AI,TFPCom025|SCO,NULL
DCT-0000|AI,TFPCom026|SCO,NULL
DCT-0000|AI,TFPRU1-1|SCO,NULL
DCT-0000|AI,TFPRU1-2|SCO,NULL
DCT-0000|AI,TFPRU2-1|SCO,NULL
DCT-0000|AI,TFPRU2-2|SCO,NULL
DeCity|FLD,Crude|FLD,NULL
DeCity|FLD,Refined|FLD,NULL
DeCity|FLD,CT11|TK,NULL
Delivery|SCM,CDShip1|SCO,NULL
Delivery|SCM,CDShip2|SCO,NULL
Delivery|SCM,CDShip3|SCO,NULL
Delivery|SCM,CDShip4|SCO,NULL
Delivery|SCM,CDC04|SCO,NULL
Delivery|SCM,CDC01|SCO,NULL
Delivery|SCM,CDC02|SCO,NULL
Delivery|SCM,CDC03|SCO,NULL
Delivery|SCM,CDC05|SCO,NULL
Delivery|SCM,CDC06|SCO,NULL
Delivery|SCM,CDC07|SCO,NULL
Delivery|SCM,CDC08|SCO,NULL
Delivery|SCM,CDC09|SCO,NULL
Delivery|SCM,CDC10|SCO,NULL
Delivery|SCM,CDC11|SCO,NULL
Delivery|SCM,CDC12|SCO,NULL
Delivery|SCM,CDP-D1-1|SCO,NULL
Delivery|SCM,CDP-D3-1|SCO,NULL
Delivery|SCM,CDP-D2-1|SCO,NULL
Delivery|SCM,CDP-D4-1|SCO,NULL
Delivery|SCM,CDVi01|SCO,NULL
Delivery|SCM,CDVi02|SCO,NULL
Delivery|SCM,CDVi03|SCO,NULL
Delivery|SCM,CDVi04|SCO,NULL
Delivery|SCM,CDVi05|SCO,NULL
Delivery|SCM,CDVi06|SCO,NULL
Delivery|SCM,CDVi07|SCO,NULL
Delivery|SCM,CDVi08|SCO,NULL
Delivery|SCM,CDVi09|SCO,NULL
Delivery|SCM,CDVi10|SCO,NULL
Delivery|SCM,CDVi11|SCO,NULL
Delivery|SCM,CDVi12|SCO,NULL
Delivery|SCM,CDP-D2-3|SCO,NULL
Delivery|SCM,CDP-D3-4|SCO,NULL
Delivery|SCM,CDP-D4-Tks|SCO,NULL
Delivery|SCM,CDP-CT01|SCO,NULL
Delivery|SCM,CDP-CT5|SCO,NULL
Delivery|SCM,CDP-CT05|SCO,NULL
Delivery|SCM,CDP-CT09|SCO,NULL
Delivery|SCM,CDP-CT02|SCO,NULL
Delivery|SCM,CDP-DCT-1|SCO,NULL
Delivery|SCM,CDP-DCT-2|SCO,NULL
Delivery|SCM,CDP-CT03|SCO,NULL
Delivery|SCM,CDP-CT04|SCO,NULL
Delivery|SCM,CDP-CT06|SCO,NULL
Delivery|SCM,CDP-CT07|SCO,NULL
Delivery|SCM,CDP-CT08|SCO,NULL
Delivery|SCM,CDP-CT10|SCO,NULL
Delivery|SCM,CDP-CT11|SCO,NULL
Delivery|SCM,CDP-CT12|SCO,NULL
Dock1Stn1|STN,DK1-1Pmp|PMP,PMP
Dock1Stn2|STN,DK1-2Pmp|PMP,PMP
Dock1Stn3|STN,DK1-3Pmp|PMP,PMP
Dock1Stn4|STN,DK1-4Pmp|PMP,PMP
Dock2|DK,Ship2-DI|DI,NULL
Dock2|DK,Dock2Stn1|STN,STN
Dock2|DK,Dock2Stn2|STN,STN
Dock2|DK,Dock2Stn3|STN,STN
Dock2|DK,Dock2Stn4|STN,STN
Dock2Stn1|STN,DK2-1Pmp|PMP,PMP
Dock2Stn2|STN,DK2-2Pmp|PMP,PMP
Dock2Stn3|STN,DK2-3Pmp|PMP,PMP
Dock2Stn4|STN,DK2-4Pmp|PMP,PMP
Dock3|DK,Dock3Stn1|STN,STN
Dock3|DK,Dock3Stn2|STN,STN
Dock3|DK,Dock3Stn3|STN,STN
Dock3|DK,Dock3Stn4|STN,STN
Dock3Stn1|STN,DK3-1Pmp|PMP,NULL
Dock3Stn2|STN,DK3-2Pmp|PMP,NULL
Dock3Stn3|STN,DK3-3Pmp|PMP,NULL
Dock3Stn4|STN,DK3-4Pmp|PMP,NULL
Dock4|DK,Dock4Stn1|STN,STN
Dock4|DK,Dock4Stn2|STN,STN
Dock4|DK,Dock4Stn3|STN,STN
Dock4|DK,Dock4Stn4|STN,STN
Dock4|DK,Ship4-DI|DI,NULL
Dock4Stn1|STN,DK4-1Pmp|PMP,NULL
Dock4Stn2|STN,DK4-2Pmp|PMP,NULL
Dock4Stn3|STN,DK4-3Pmp|PMP,NULL
