Table,tag,,
ColumnConstrained,ConstraintTable,ConstraintField,ConstraintEquivalence,2ndTable,2ndField,2ndEquivalence
Data,,,
name,description,tag_type_code,misc,c1_lat,c1_long,c2_lat,c2_long,active
FOT02-PoDI,Fuel Oil Tank 2 Pump,DI,None,None,None,None,None,Y
FOT03-ViDI,Fuel Oil Tank 3 Valve,DI,None,None,None,None,None,Y
FOT03-VoDI,Fuel Oil Tank 3 Valve,DI,None,None,None,None,None,Y
FOT03-PoDI,Fuel Oil Tank 3 Pump,DI,None,None,None,None,None,Y
FOT04-ViDI,Fuel Oil Tank 4 Valve,DI,None,None,None,None,None,Y
FOT04-VoDI,Fuel Oil Tank 4 Valve,DI,None,None,None,None,None,Y
FOT04-PoDI,Fuel Oil Tank 4 Pump,DI,None,None,None,None,None,Y
FOT05-ViDI,Fuel Oil Tank 5 Valve,DI,None,None,None,None,None,Y
FOT05-VoDI,Fuel Oil Tank 5 Valve,DI,None,None,None,None,None,Y
FOT05-PoDI,Fuel Oil Tank 5 Pump,DI,None,None,None,None,None,Y
FOT06-ViDI,Fuel Oil Tank 6 Valve,DI,None,None,None,None,None,Y
FOT06-VoDI,Fuel Oil Tank 6 Valve,DI,None,None,None,None,None,Y
FOT06-PoDI,Fuel Oil Tank 6 Pump,DI,None,None,None,None,None,Y
FOT07-ViDI,Fuel Oil Tank 7 Valve,DI,None,None,None,None,None,Y
FOT07-VoDI,Fuel Oil Tank 7 Valve,DI,None,None,None,None,None,Y
FOT07-PoDI,Fuel Oil Tank 7 Pump,DI,None,None,None,None,None,Y
FOT08-ViDI,Fuel Oil Tank 8 Valve,DI,None,None,None,None,None,Y
FOT08-VoDI,Fuel Oil Tank 8 Valve,DI,None,None,None,None,None,Y
FOT08-PoDI,Fuel Oil Tank 8 Pump,DI,None,None,None,None,None,Y
FOT09-ViDI,Fuel Oil Tank 9 Valve,DI,None,None,None,None,None,Y
FOT09-VoDI,Fuel Oil Tank 9 Valve,DI,None,None,None,None,None,Y
FOT09-PoDI,Fuel Oil Tank 0 Pump,DI,None,None,None,None,None,Y
FOT10-ViDI,Fuel Oil Tank 10 Valve,DI,None,None,None,None,None,Y
FOT10-VoDI,Fuel Oil Tank 10 Valve,DI,None,None,None,None,None,Y
FOT10-PoDI,Fuel Oil Tank 10 Pump,DI,None,None,None,None,None,Y
FOT11-ViDI,Fuel Oil Tank 11 Valve,DI,None,None,None,None,None,Y
FOT11-VoDI,Fuel Oil Tank 11 Valve,DI,None,None,None,None,None,Y
FOT11-PoDI,Fuel Oil Tank 11 Pump,DI,None,None,None,None,None,Y
GT01-PoDI,Gasoline Tank 1 Pump,DI,None,None,None,None,None,Y
GT02-PoDI,Gasoline Tank 2 Pump,DI,None,None,None,None,None,Y
GT03-PoDI,Gasoline Tank 3 Pump,DI,None,None,None,None,None,Y
GT04-PoDI,Gasoline Tank 4 Pump,DI,None,None,None,None,None,Y
GT05-PoDI,Gasoline Tank 5 Pump,DI,None,None,None,None,None,Y
GT06-PoDI,Gasoline Tank 6 Pump,DI,None,None,None,None,None,Y
GT07-PoDI,Gasoline Tank 7 Pump,DI,None,None,None,None,None,Y
GT08-PoDI,Gasoline Tank 8 Pump,DI,None,None,None,None,None,Y
GT09-PoDI,Gasoline Tank 9 Pump,DI,None,None,None,None,None,Y
GT10-PoDI,Gasoline Tank 10 Pump,DI,None,None,None,None,None,Y
GT11-PoDI,Gasoline Tank 11 Pump,DI,None,None,None,None,None,Y
GT12-PoDI,Gasoline Tank 12 Pump,DI,None,None,None,None,None,Y
GT13-PoDI,Gasoline Tank 13 Pump,DI,None,None,None,None,None,Y
GT14-PoDI,Gasoline Tank 14 Pump,DI,None,None,None,None,None,Y
GT15-PoDI,Gasoline Tank 15 Pump,DI,None,None,None,None,None,Y
GT01-ViDI,Gasoline Tank 1 Valve,DI,None,None,None,None,None,Y
GT02-ViDI,Gasoline Tank 2 Valve,DI,None,None,None,None,None,Y
GT03-ViDI,Gasoline Tank 3 Valve,DI,None,None,None,None,None,Y
GT04-ViDI,Gasoline Tank 4 Valve,DI,None,None,None,None,None,Y
GT05-ViDI,Gasoline Tank 5 Valve,DI,None,None,None,None,None,Y
GT06-ViDI,Gasoline Tank 6 Valve,DI,None,None,None,None,None,Y
GT07-ViDI,Gasoline Tank 7 Valve,DI,None,None,None,None,None,Y
GT08-ViDI,Gasoline Tank 8 Valve,DI,None,None,None,None,None,Y
GT09-ViDI,Gasoline Tank 9 Valve,DI,None,None,None,None,None,Y
GT10-ViDI,Gasoline Tank 10 Valve,DI,None,None,None,None,None,Y
GT11-ViDI,Gasoline Tank 11 Valve,DI,None,None,None,None,None,Y
GT12-ViDI,Gasoline Tank 12 Valve,DI,None,None,None,None,None,Y
GT13-ViDI,Gasoline Tank 13 Valve,DI,None,None,None,None,None,Y
GT14-ViDI,Gasoline Tank 14 Valve,DI,None,None,None,None,None,Y
GT15-ViDI,Gasoline Tank 15 Valve,DI,None,None,None,None,None,Y
GT01-VoDI,Gasoline Tank 1 Valve,DI,None,None,None,None,None,Y
GT02-VoDI,Gasoline Tank 2 Valve,DI,None,None,None,None,None,Y
GT03-VoDI,Gasoline Tank 3 Valve,DI,None,None,None,None,None,Y
GT04-VoDI,Gasoline Tank 4 Valve,DI,None,None,None,None,None,Y
GT05-VoDI,Gasoline Tank 5 Valve,DI,None,None,None,None,None,Y
GT06-VoDI,Gasoline Tank 6 Valve,DI,None,None,None,None,None,Y
GT07-VoDI,Gasoline Tank 7 Valve,DI,None,None,None,None,None,Y
GT08-VoDI,Gasoline Tank 8 Valve,DI,None,None,None,None,None,Y
GT09-VoDI,Gasoline Tank 9 Valve,DI,None,None,None,None,None,Y
GT10-VoDI,Gasoline Tank 10 Valve,DI,None,None,None,None,None,Y
GT11-VoDI,Gasoline Tank 11 Valve,DI,None,None,None,None,None,Y
GT12-VoDI,Gasoline Tank 12 Valve,DI,None,None,None,None,None,Y
GT13-VoDI,Gasoline Tank 13 Valve,DI,None,None,None,None,None,Y
GT14-VoDI,Gasoline Tank 14 Valve,DI,None,None,None,None,None,Y
GT15-VoDI,Gasoline Tank 15 Valve,DI,None,None,None,None,None,Y
AT01-ViDI,Asphalt Tank 1 Valve,DI,None,None,None,None,None,Y
AT02-ViDI,Asphalt Tank 2 Valve,DI,None,None,None,None,None,Y
AT03-ViDI,Asphalt Tank 3 Valve,DI,None,None,None,None,None,Y
AT04-ViDI,Asphalt Tank 4 Valve,DI,None,None,None,None,None,Y
AT01-PoDI,Asphalt Tank 1 Pump,DI,None,None,None,None,None,Y
AT01-VoDI,Asphalt Tank 1 Valve,DI,None,None,None,None,None,Y
AT02-PoDI,Asphalt Tank 2 Pump,DI,None,None,None,None,None,Y
AT02-VoDI,Asphalt Tank 2 Valve,DI,None,None,None,None,None,Y
AT03-PoDI,Asphalt Tank 3 Pump,DI,None,None,None,None,None,Y
AT03-VoDI,Asphalt Tank 3 Valve,DI,None,None,None,None,None,Y
AT04-PoDI,Asphalt Tank 4 Pump,DI,None,None,None,None,None,Y
AT04-VoDI,Asphalt Tank 4 Valve,DI,None,None,None,None,None,Y
JT01-ViDI,Jet Fuel Tank 1 Valve,DI,None,None,None,None,None,Y
JT02-ViDI,Jet Fuel Tank 2 Valve,DI,None,None,None,None,None,Y
JT03-ViDI,Jet Fuel Tank 3 Valve,DI,None,None,None,None,None,Y
JT04-ViDI,Jet Fuel Tank 4 Valve,DI,None,None,None,None,None,Y
JT05-ViDI,Jet Fuel Tank 5 Valve,DI,None,None,None,None,None,Y
JT06-ViDI,Jet Fuel Tank 6 Valve,DI,None,None,None,None,None,Y
JT07-ViDI,Jet Fuel Tank 7 Valve,DI,None,None,None,None,None,Y
JT08-ViDI,Jet Fuel Tank 8 Valve,DI,None,None,None,None,None,Y
JT09-ViDI,Jet Fuel Tank 9 Valve,DI,None,None,None,None,None,Y
JT10-ViDI,Jet Fuel Tank 10 Valve,DI,None,None,None,None,None,Y
JT11-ViDI,Jet Fuel Tank 11 Valve,DI,None,None,None,None,None,Y
JT12-ViDI,Jet Fuel Tank 12 Valve,DI,None,None,None,None,None,Y
JT01-PoDI,Jet Fuel Tank 1 Pump,DI,None,None,None,None,None,Y
JT01-VoDI,Jet Fuel Tank 1 Valve,DI,None,None,None,None,None,Y
JT02-PoDI,Jet Fuel Tank 2 Pump,DI,None,None,None,None,None,Y
JT02-VoDI,Jet Fuel Tank 2 Valve,DI,None,None,None,None,None,Y
JT03-PoDI,Jet Fuel Tank 3 Pump,DI,None,None,None,None,None,Y
JT03-VoDI,Jet Fuel Tank 3 Valve,DI,None,None,None,None,None,Y
JT04-PoDI,Jet Fuel Tank 4 Pump,DI,None,None,None,None,None,Y
JT04-VoDI,Jet Fuel Tank 4 Valve,DI,None,None,None,None,None,Y
JT05-PoDI,Jet Fuel Tank 5 Pump,DI,None,None,None,None,None,Y
JT05-VoDI,Jet Fuel Tank 5 Valve,DI,None,None,None,None,None,Y
JT06-PoDI,Jet Fuel Tank 6 Pump,DI,None,None,None,None,None,Y
JT06-VoDI,Jet Fuel Tank 6 Valve,DI,None,None,None,None,None,Y
JT07-PoDI,Jet Fuel Tank 7 Pump,DI,None,None,None,None,None,Y
JT07-VoDI,Jet Fuel Tank 7 Valve,DI,None,None,None,None,None,Y
JT08-PoDI,Jet Fuel Tank 8 Pump,DI,None,None,None,None,None,Y
JT08-VoDI,Jet Fuel Tank 8 Valve,DI,None,None,None,None,None,Y
JT09-PoDI,Jet Fuel Tank 9 Pump,DI,None,None,None,None,None,Y
JT09-VoDI,Jet Fuel Tank 9 Valve,DI,None,None,None,None,None,Y
JT10-PoDI,Jet Fuel Tank 10 Pump,DI,None,None,None,None,None,Y
JT10-VoDI,Jet Fuel Tank 10 Valve,DI,None,None,None,None,None,Y
JT11-PoDI,Jet Fuel Tank 11 Pump,DI,None,None,None,None,None,Y
JT11-VoDI,Jet Fuel Tank 11 Valve,DI,None,None,None,None,None,Y
JT12-PoDI,Jet Fuel Tank 12 Pump,DI,None,None,None,None,None,Y
JT12-VoDI,Jet Fuel Tank 12 Valve,DI,None,None,None,None,None,Y
LT01-ViDI,Lubricant Tank 1 Valve,DI,None,None,None,None,None,Y
LT02-ViDI,Lubricant Tank 2 Valve,DI,None,None,None,None,None,Y
LT03-ViDI,Lubricant Tank 3 Valve,DI,None,None,None,None,None,Y
LT04-ViDI,Lubricant Tank 4 Valve,DI,None,None,None,None,None,Y
LT01-PoDI,Lubricant Tank 1 Pump,DI,None,None,None,None,None,Y
LT01-VoDI,Lubricant Tank 1 Valve,DI,None,None,None,None,None,Y
LT02-PoDI,Lubricant Tank 2 Pump,DI,None,None,None,None,None,Y
LT02-VoDI,Lubricant Tank 2 Valve,DI,None,None,None,None,None,Y
LT03-PoDI,Lubricant Tank 3 Pump,DI,None,None,None,None,None,Y
LT03-VoDI,Lubricant Tank 3 Valve,DI,None,None,None,None,None,Y
LT04-PoDI,Lubricant Tank 4 Pump,DI,None,None,None,None,None,Y
LT04-VoDI,Lubricant Tank 4 Valve,DI,None,None,None,None,None,Y
NT01-ViDI,Naptha Tank 1 Valve,DI,None,None,None,None,None,Y
NT02-ViDI,Naptha Tank 2 Valve,DI,None,None,None,None,None,Y
NT03-ViDI,Naptha Tank 3 Valve,DI,None,None,None,None,None,Y
NT04-ViDI,Naptha Tank 4 Valve,DI,None,None,None,None,None,Y
NT01-PoDI,Naptha Tank 1 Pump,DI,None,None,None,None,None,Y
NT01-VoDI,Naptha Tank 1 Valve,DI,None,None,None,None,None,Y
NT02-PoDI,Naptha Tank 2 Pump,DI,None,None,None,None,None,Y
NT02-VoDI,Naptha Tank 2 Valve,DI,None,None,None,None,None,Y
NT03-PoDI,Naptha Tank 3 Pump,DI,None,None,None,None,None,Y
NT03-VoDI,Naptha Tank 3 Valve,DI,None,None,None,None,None,Y
NT04-PoDI,Naptha Tank 4 Pump,DI,None,None,None,None,None,Y
NT04-VoDI,Naptha Tank 4 Valve,DI,None,None,None,None,None,Y
WT01-ViDI,Wax Tank 1 Valve,DI,None,None,None,None,None,Y
WT02-ViDI,Wax Tank 2 Valve,DI,None,None,None,None,None,Y
WT03-ViDI,Wax Tank 3 Valve,DI,None,None,None,None,None,Y
WT01-PoDI,Wax Tank 1 Pump,DI,None,None,None,None,None,Y
WT01-VoDI,Wax Tank 1 Valve,DI,None,None,None,None,None,Y
WT02-PoDI,Wax Tank 1 Pump,DI,None,None,None,None,None,Y
WT02-VoDI,Wax Tank 1 Valve,DI,None,None,None,None,None,Y
WT03-PoDI,Wax Tank 1 Pump,DI,None,None,None,None,None,Y
WT03-VoDI,Wax Tank 1 Valve,DI,None,None,None,None,None,Y
CT011-VoDI,Crude Tank 1 Valve,DI,None,None,None,None,None,Y
CT021-VoDI,Crude Tank 2 Valve,DI,None,None,None,None,None,Y
CT031-VoDI,Crude Tank 3 Valve,DI,None,None,None,None,None,Y
CT041-VoDI,Crude Tank 4 Valve,DI,None,None,None,None,None,Y
CT051-VoDI,Crude Tank 5 Valve,DI,None,None,None,None,None,Y
CT061-VoDI,Crude Tank 6 Valve,DI,None,None,None,None,None,Y
CT071-VoDI,Crude Tank 7 Valve,DI,None,None,None,None,None,Y
CT081-VoDI,Crude Tank 8 Valve,DI,None,None,None,None,None,Y
CT091-VoDI,Crude Tank 9 Valve,DI,None,None,None,None,None,Y
CT101-VoDI,Crude Tank 10 Valve,DI,None,None,None,None,None,Y
CT111-VoDI,Crude Tank 11 Valve,DI,None,None,None,None,None,Y
CT121-VoDI,Crude Tank 12 Valve,DI,None,None,None,None,None,Y
PV11-DI,Pipe Valve-Unit 1 Tanks 1-4,DI,None,None,None,None,None,Y
PV21-DI,Pipe Valve-Unit 2 Tanks 1-4,DI,None,None,None,None,None,Y
PV12-DI,Pipe Valve-Unit 1 Tanks 5-8,DI,None,None,None,None,None,Y
PV22-DI,Pipe Valve-Unit 2 Tanks 5-8,DI,None,None,None,None,None,Y
PV13-DI,Pipe Valve-Unit 1 Tanks 9-12,DI,None,None,None,None,None,Y
PV23-DI,Pipe Valve-Unit 2 Tanks 9-12,DI,None,None,None,None,None,Y
CT012-VoDI,Crude Tank 1 Unit 2 Valve,DI,None,None,None,None,None,Y
CT022-VoDI,Crude Tank 2 Unit 2 Valve,DI,None,None,None,None,None,Y
CT032-VoDI,Crude Tank 3 Unit 2 Valve,DI,None,None,None,None,None,Y
CT042-VoDI,Crude Tank 4 Unit 2 Valve,DI,None,None,None,None,None,Y
CT052-VoDI,Crude Tank 5 Unit 2 Valve,DI,None,None,None,None,None,Y
CT062-VoDI,Crude Tank 6 Unit 2 Valve,DI,None,None,None,None,None,Y
CT072-VoDI,Crude Tank 7 Unit 2 Valve,DI,None,None,None,None,None,Y
CT082-VoDI,Crude Tank 8 Unit 2 Valve,DI,None,None,None,None,None,Y
CT092-VoDI,Crude Tank 9 Unit 2 Valve,DI,None,None,None,None,None,Y
CT102-VoDI,Crude Tank 10 Unit 2 Valve,DI,None,None,None,None,None,Y
CT112-VoDI,Crude Tank 11 Unit 2 Valve,DI,None,None,None,None,None,Y
CT122-VoDI,Crude Tank 12 Unit 2 Valve,DI,None,None,None,None,None,Y
Com011-DI,Pipe on-off state RU1 tanks 1-2,DI,None,None,None,None,None,Y
Com013-DI,Pipe on-off state RU1 tanks 5-6,DI,None,None,None,None,None,Y
Com015-DI,Pipe on-off state RU1 tanks 9-10,DI,None,None,None,None,None,Y
Com021-DI,Pipe on-off state RU2 tanks 1-2,DI,None,None,None,None,None,Y
Com023-DI,Pipe on-off state RU2 tanks 5-6,DI,None,None,None,None,None,Y
Com025-DI,Pipe on-off state RU2 tanks 9-10,DI,None,None,None,None,None,Y
Com012-DI,Pipe on-off state RU1 tanks 3-4,DI,None,None,None,None,None,Y
Com014-DI,Pipe on-off state RU1 tanks 7-8,DI,None,None,None,None,None,Y
Com016-DI,Pipe on-off state RU1 tanks 11-12,DI,None,None,None,None,None,Y
Com022-DI,Pipe on-off state RU2 tanks 3-4,DI,None,None,None,None,None,Y
Com024-DI,Pipe on-off state RU2 tanks 7-8,DI,None,None,None,None,None,Y
Com026-DI,Pipe on-off state RU2 tanks 11-12,DI,None,None,None,None,None,Y
RU1-OnOff,RU1 run state,DI,None,None,None,None,None,Y
RU2-OnOff,RU2 run state,DI,None,None,None,None,None,Y
RU1-3-DI,State variable for pipe RU1-3,DI,None,None,None,None,None,Y
RU1-4-DI,State variable for pipe RU1-4,DI,None,None,None,None,None,Y
RU2-3-DI,State variable for pipe RU2-3,DI,None,None,None,None,None,Y
RU2-4-DI,State variable for pipe RU2-4,DI,None,None,None,None,None,Y
RU2-2-DI,State variable for pipe RU2-2,DI,None,None,None,None,None,Y
RU1-2-DI,State variable for pipe RU1-2,DI,None,None,None,None,None,Y
D12-DI,Schematic stuff 1,DI,None,None,None,None,None,Y
D123-DI,Schematic stuff 2,DI,None,None,None,None,None,Y
D1234-DI,Schematic stuff 3,DI,None,None,None,None,None,Y
End
