Table,tag,,
ConstraintTable,ConstraintField,ConstraintEquivalence,ColumnConstrained
Data,,,
name,description,tag_type_code,misc,c1_lat,c1_long,c2_lat,c2_long,active
CT01-2V-DO,Crude Tank 1 Unit 2 Valve,DO,,,,,,Y
CT02-2V-DO,Crude Tank 2 Unit 2 Valve,DO,,,,,,Y
CT03-2V-DO,Crude Tank 3 Unit 2 Valve,DO,,,,,,Y
CT04-2V-DO,Crude Tank 4 Unit 2 Valve,DO,,,,,,Y
CT05-2V-DO,Crude Tank 5 Unit 2 Valve,DO,,,,,,Y
CT06-2V-DO,Crude Tank 6 Unit 2 Valve,DO,,,,,,Y
CT07-2V-DO,Crude Tank 7 Unit 2 Valve,DO,,,,,,Y
CT08-2V-DO,Crude Tank 8 Unit 2 Valve,DO,,,,,,Y
CT09-2V-DO,Crude Tank 9 Unit 2 Valve,DO,,,,,,Y
CT10-2V-DO,Crude Tank 10 Unit 2 Valve,DO,,,,,,Y
CT11-2V-DO,Crude Tank 11 Unit 2 Valve,DO,,,,,,Y
CT12-2V-DO,Crude Tank 12 Unit 2 Valve,DO,,,,,,Y
End
