Table,tag,,
ConstraintTable,ConstraintField,ConstraintEquivalence,ColumnConstrained
Data,,,
name,description,tag_type_code,misc,c1_lat,c1_long,c2_lat,c2_long,active
DCL-J106,Jet Fuel Tank 6 Level,AI,,,-75.625879,,-75.625140,Y
DCL-J107,Jet Fuel Tank 7 Level,AI,,,-75.625879,,-75.625140,Y
DCL-J108,Jet Fuel Tank 8 Level,AI,,,-75.625879,,-75.625140,Y
DCL-J109,Jet Fuel Tank 9 Level,AI,,,-75.625879,,-75.625140,Y
DCL-J110,Jet Fuel Tank 10 Level,AI,,,-75.625879,,-75.625140,Y
DCL-J111,Jet Fuel Tank 11 Level,AI,,,-75.625879,,-75.625140,Y
DCL-J112,Jet Fuel Tank 12 Level,AI,,,-75.625879,,-75.625140,Y
DCL-FO101,Fuel Oil Tank 1 Level,AI,,,-75.625879,,-75.625140,Y
DCL-FO102,Fuel Oil Tank 2 Level,AI,,,-75.625879,,-75.625140,Y
DCL-FO103,Fuel Oil Tank 3 Level,AI,,,-75.625879,,-75.625140,Y
DCL-FO104,Fuel Oil Tank 4 Level,AI,,,-75.625879,,-75.625140,Y
DCL-FO105,Fuel Oil Tank 5 Level,AI,,,-75.625879,,-75.625140,Y
DCL-FO106,Fuel Oil Tank 6 Level,AI,,,-75.625879,,-75.625140,Y
DCL-FO107,Fuel Oil Tank 7 Level,AI,,,-75.625879,,-75.625140,Y
DCL-FO108,Fuel Oil Tank 8 Level,AI,,,-75.625879,,-75.625140,Y
DCL-FO109,Fuel Oil Tank 9 Level,AI,,,-75.625879,,-75.625140,Y
DCL-FO110,Fuel Oil Tank 10 Level,AI,,,-75.625879,,-75.625140,Y
DCL-FO111,Fuel Oil Tank 11 Level,AI,,,-75.625879,,-75.625140,Y
DCL-R101,Residual Fuel Oil Tank 1 Level,AI,,,-75.625879,,-75.625140,Y
DCL-R102,Residual Fuel Oil Tank 2 Level,AI,,,-75.625879,,-75.625140,Y
DCL-R103,Residual Fuel Oil Tank 3 Level,AI,,,-75.625879,,-75.625140,Y
DCL-N101,Naptha Tank 1 Level,AI,,,-75.625879,,-75.625140,Y
DCL-N102,Naptha Tank 2 Level,AI,,,-75.625879,,-75.625140,Y
DCL-N103,Naptha Tank 3 Level,AI,,,-75.625879,,-75.625140,Y
DCL-N104,Naptha Tank 4 Level,AI,,,-75.625879,,-75.625140,Y
DCL-A101,Asphalt Tank 2 Level,AI,,,-75.625879,,-75.625140,Y
DCL-A102,Asphalt Tank 3 Level,AI,,,-75.625879,,-75.625140,Y
DCL-A103,Asphalt Tank 4 Level,AI,,,-75.625879,,-75.625140,Y
DCL-A104,Asphalt Tank 5 Level,AI,,,-75.625879,,-75.625140,Y
DCL-L101,Lubricant Tank 1 Level,AI,,,-75.625879,,-75.625140,Y
DCL-L102,Lubricant Tank 2 Level,AI,,,-75.625879,,-75.625140,Y
DCL-L103,Lubricant Tank 3 Level,AI,,,-75.625879,,-75.625140,Y
DCL-L104,Lubricant Tank 4 Level,AI,,,-75.625879,,-75.625140,Y
DCT-C101,Crude Tank 1 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-C102,Crude Tank 2 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-C103,Crude Tank 3 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-C104,Crude Tank 4 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-C105,Crude Tank 5 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-C106,Crude Tank 6 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-C107,Crude Tank 7 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-C108,Crude Tank 8 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-C109,Crude Tank 9 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-C110,Crude Tank 10 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-C111,Crude Tank 11 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-C112,Crude Tank 12 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-G101,Gasoline Tank 1 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-G102,Gasoline Tank 2 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-G103,Gasoline Tank 3 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-G104,Gasoline Tank 4 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-G105,Gasoline Tank 5 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-G106,Gasoline Tank 6 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-G107,Gasoline Tank 7 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-G108,Gasoline Tank 8 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-G109,Gasoline Tank 9 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-G110,Gasoline Tank 10 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-G111,Gasoline Tank 11 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-G112,Gasoline Tank 12 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-G113,Gasoline Tank 13 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-G114,Gasoline Tank 14 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-G115,Gasoline Tank 15 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-J101,Jet Fuel Tank 1 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-J102,Jet Fuel Tank 2 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-J103,Jet Fuel Tank 3 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-J104,Jet Fuel Tank 4 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-J105,Jet Fuel Tank 5 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-J106,Jet Fuel Tank 6 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-J107,Jet Fuel Tank 7 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-J108,Jet Fuel Tank 8 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-J109,Jet Fuel Tank 9 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-J110,Jet Fuel Tank 10 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-J111,Jet Fuel Tank 11 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-J112,Jet Fuel Tank 12 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-FO101,Fuel Oil Tank 1 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-FO102,Fuel Oil Tank 2 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-FO103,Fuel Oil Tank 3 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-FO104,Fuel Oil Tank 4 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-FO105,Fuel Oil Tank 5 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-FO106,Fuel Oil Tank 6 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-FO107,Fuel Oil Tank 7 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-FO108,Fuel Oil Tank 8 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-FO109,Fuel Oil Tank 9 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-FO110,Fuel Oil Tank 10 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-FO111,Fuel Oil Tank 11 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-R101,Residual Fuel Oil Tank 1 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-R102,Residual Fuel Oil Tank 2 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-R103,Residual Fuel Oil Tank 3 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-N101,Naptha Tank 1 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-N102,Naptha Tank 2 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-N103,Naptha Tank 3 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-N104,Naptha Tank 4 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-A101,Asphalt Tank 1 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-A102,Asphalt Tank 2 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-A103,Asphalt Tank 3 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-A104,Asphalt Tank 4 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-L101,Lubricant Tank 1 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-L102,Lubricant Tank 2 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-L103,Lubricant Tank 3 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-L104,Lubricant Tank 4 Temperature,AI,,,-75.625879,,-75.625140,Y
DCT-0000,External Temperature,AI,,,-75.625879,,-75.625140,Y
DCP-0000,Barometric Pressure,AI,,,-75.625879,,-75.625140,Y
DCR-0000,Wind Speed,AI,,,-75.625879,,-75.625140,Y
DCM-0000,Wind Direction,AI,,,-75.625879,,-75.625140,Y
DCT-0001,External Temperature - Tomorrow,AI,,,-75.625879,,-75.625140,Y
DCP-0001,Barometric Pressure - Tomorrow,AI,,,-75.625879,,-75.625140,Y
DCR-0001,Wind Speed - Tomorrow,AI,,,-75.625879,,-75.625140,Y
DCM-0001,Wind Direction - Tomorrow,AI,,,-75.625879,,-75.625140,Y
C-101,calculation test tag,AI,,,,,,Y
CT-101,Calculation test 1,AI,,,,,,Y
CTA-101,External Temperature - deg F,AI,,,,,,Y
DCL-0000,Accumulated precipitation,AI,,,,,,Y
RU1CP-SP,Unit 1 Crude Pump setpoint,AI,,,,,,Y
RU1GP-SP,Unit 1 Gasoline Pump setpoint,AI,,,,,,Y
RU1FOP-SP,Unit 1 Fuel Oil Pump setpoint,AI,,,,,,Y
RU1JP-SP,Unit 1 Jet Fuel Pump setpoint,AI,,,,,,Y
RU1RFP-SP,Unit 1 RFO Pump setpoint,AI,,,,,,Y
RU1LRP-SP,Unit 1 LRG Pump setpoint,AI,,,,,,Y
RU1AP-SP,Unit 1 Asphalt Pump setpoint,AI,,,,,,Y
RU1LP-SP,Unit 1 Lubricant Pump setpoint,AI,,,,,,Y
RU2CP-SP,Unit 2 Crude Pump setpoint,AI,,,,,,Y
RU2GP-SP,Unit 2 Gasoline Pump setpoint,AI,,,,,,Y
RU2FOP-SP,Unit 2 Fuel Oil Pump setpoint,AI,,,,,,Y
RU2JP-SP,Unit 2 Jet Fuel Pump setpoint,AI,,,,,,Y
RU2RFP-SP,Unit 2 RFO Pump setpoint,AI,,,,,,Y
RU2LRP-SP,Unit 2 LRG Pump setpoint,AI,,,,,,Y
RU2AP-SP,Unit 2 Asphalt Pump setpoint,AI,,,,,,Y
RU2LP-SP,Unit 2 Lubricant Pump setpoint,AI,,,,,,Y
SB1P2-SP,for Slip 1 Pump 2 setpoint,AI,,,,,,Y
SB1P3-SP,for Slip 1 Pump 3 setpoint,AI,,,,,,Y
SB1P4-SP,for Slip 1 Pump 4 setpoint,AI,,,,,,Y
SB2P1-SP,for Slip 2 Pump 1 setpoint,AI,,,,,,Y
SB2P2-SP,for Slip 2 Pump 2 setpoint,AI,,,,,,Y
SB2P3-SP,for Slip 2 Pump 3 setpoint,AI,,,,,,Y
SB2P4-SP,for Slip 2 Pump 4 setpoint,AI,,,,,,Y
RU1CP-PV,Process variable Unit 1 Crude Pump,AI,,,,,,Y
RU1GP-PV,Process variable Unit 1 Gasoline Pump,AI,,,,,,Y
RU1FOP-PV,Process variable Unit 1 Fuel Oil Pump,AI,,,,,,Y
RU1JP-PV,Process variable Unit 1 Jet Fuel Pump,AI,,,,,,Y
RU1RFP-PV,Process variable Unit 1 RFO Pump,AI,,,,,,Y
RU1LRP-PV,Process variable Unit 1 LRG Pump,AI,,,,,,Y
RU1AP-PV,Process variable Unit 1 Asphalt Pump,AI,,,,,,Y
RU1LP-PV,Process variable Unit 1 Lubricant Pump,AI,,,,,,Y
RU2CP-PV,Process variable Unit 2 Crude Pump,AI,,,,,,Y
RU2GP-PV,Process variable Unit 2 Gasoline Pump,AI,,,,,,Y
RU2FOP-PV,Process variable Unit 2 Fuel Oil Pump,AI,,,,,,Y
RU2JP-PV,Process variable Unit 2 Jet Fuel Pump,AI,,,,,,Y
RU2RFP-PV,Process variable Unit 2 RFO Pump,AI,,,,,,Y
RU2LRP-PV,Process variable Unit 2 LRG Pump,AI,,,,,,Y
RU2AP-PV,Process variable Unit 2 Asphalt Pump,AI,,,,,,Y
RU2LP-PV,Process variable Unit 2 Lubricant Pump,AI,,,,,,Y
SB1P2-PV,Process variable for Slip 1 Pump 2,AI,,,,,,Y
SB1P3-PV,Process variable for Slip 1 Pump 3,AI,,,,,,Y
SB1P4-PV,Process variable for Slip 1 Pump 4,AI,,,,,,Y
SB2P1-PV,Process variable for Slip 2 Pump 1,AI,,,,,,Y
SB2P2-PV,Process variable for Slip 2 Pump 2,AI,,,,,,Y
SB2P3-PV,Process variable for Slip 2 Pump 3,AI,,,,,,Y
SB2P4-PV,Process variable for Slip 2 Pump 4,AI,,,,,,Y
End
